action_id,triggered_on,student_id,severity,rule_id,rule_name,action,route_to,policy_basis,rationale,withdraw_prob_at_trigger,fail_prob_at_trigger,top_driver_withdraw,top_driver_fail,status
ACT00155,2025-03-22,STU0321,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 37.6% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3758,0.8017,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00156,2025-03-22,STU0321,high,WELLBEING_FLAGS,Multiple wellbeing concerns raised,Wellbeing Team to make direct contact within 3 working days,Wellbeing Team,Student Wellbeing Policy §8.2 (Multiple Flag Threshold),2 wellbeing concerns raised (threshold: 2). Last wellbeing check-in score: 6/10.,0.3758,0.8017,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00157,2025-03-22,STU0362,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 36.9% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3692,0.0951,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00158,2025-03-22,STU0304,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 36.8% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3681,0.8379,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00159,2025-03-22,STU0304,high,WELLBEING_FLAGS,Multiple wellbeing concerns raised,Wellbeing Team to make direct contact within 3 working days,Wellbeing Team,Student Wellbeing Policy §8.2 (Multiple Flag Threshold),2 wellbeing concerns raised (threshold: 2). Last wellbeing check-in score: 6/10.,0.3681,0.8379,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00160,2025-03-22,STU0383,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 36.8% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3679,0.8284,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00161,2025-03-22,STU0137,high,NON_RESPONSIVE,No response to repeated outreach,Senior Tutor to attempt in-person engagement and escalate to Head of Programme if no response,Senior Tutor,Engagement Escalation Policy §12.1 (Non-Response Escalation),"5 outreach attempts in the last 30 days, all unanswered. Most recent contact: 2025-03-22 via sms.",0.3667,0.8343,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00162,2025-03-22,STU0137,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 36.7% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3667,0.8343,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00163,2025-03-22,STU0563,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 36.2% (within the 25–40% targeted-outreach band). Top contributing factor: Past interventions received.,0.362,0.0672,Past interventions received,Past interventions received,Pending
ACT00164,2025-03-22,STU0148,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 35.9% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3588,0.837,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00165,2025-03-22,STU0300,high,MISSING_ASSIGNMENTS,Multiple missing assignments,Academic Skills Team to schedule a recovery-plan meeting,Academic Skills Team,Assessment Recovery Policy §5.4 (Missing Assessment Trigger),3 missing assignments on record across enrolled modules (threshold: 3).,0.3585,0.8304,Recent attendance (4-week avg),Recent attendance (4-week avg),Pending
ACT00166,2025-03-22,STU0300,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 35.9% (within the 25–40% targeted-outreach band). Top contributing factor: Recent attendance (4-week avg).,0.3585,0.8304,Recent attendance (4-week avg),Recent attendance (4-week avg),Pending
ACT00167,2025-03-22,STU0037,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 35.8% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3581,0.8332,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00168,2025-03-22,STU0565,high,FAIL_CRIT,Critical failure risk on upcoming assessment,Urgent 1:1 study-skills session and reminder to access the assessment brief,Academic Skills Team,Assessment Support Policy §5.1 (Pre-assessment Intervention),Predicted failure probability is 83.8% with only 3 days until the next assessment. Top contributing factor: Past interventions received.,0.3563,0.8377,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00169,2025-03-22,STU0565,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 35.6% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3563,0.8377,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00170,2025-03-22,STU0033,high,NON_RESPONSIVE,No response to repeated outreach,Senior Tutor to attempt in-person engagement and escalate to Head of Programme if no response,Senior Tutor,Engagement Escalation Policy §12.1 (Non-Response Escalation),"4 outreach attempts in the last 30 days, all unanswered. Most recent contact: 2025-03-19 via sms.",0.3523,0.8321,Recent attendance (4-week avg),Recent attendance (4-week avg),Pending
ACT00171,2025-03-22,STU0033,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 35.2% (within the 25–40% targeted-outreach band). Top contributing factor: Recent attendance (4-week avg).,0.3523,0.8321,Recent attendance (4-week avg),Recent attendance (4-week avg),Pending
ACT00172,2025-03-22,STU0595,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 34.6% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3462,0.8354,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00173,2025-03-22,STU0595,high,WELLBEING_FLAGS,Multiple wellbeing concerns raised,Wellbeing Team to make direct contact within 3 working days,Wellbeing Team,Student Wellbeing Policy §8.2 (Multiple Flag Threshold),2 wellbeing concerns raised (threshold: 2). Last wellbeing check-in score: 9/10.,0.3462,0.8354,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00174,2025-03-22,STU0451,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 34.6% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3458,0.8187,Lecture materials accessed (last 4w),Recent attendance (4-week avg),Pending
ACT00175,2025-03-22,STU0187,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 33.6% (within the 25–40% targeted-outreach band). Top contributing factor: Recent attendance (4-week avg).,0.3361,0.8367,Recent attendance (4-week avg),Past interventions received,Pending
ACT00176,2025-03-22,STU0294,high,NON_RESPONSIVE,No response to repeated outreach,Senior Tutor to attempt in-person engagement and escalate to Head of Programme if no response,Senior Tutor,Engagement Escalation Policy §12.1 (Non-Response Escalation),"3 outreach attempts in the last 30 days, all unanswered. Most recent contact: 2025-03-09 via sms.",0.3359,0.8235,Lecture materials accessed (last 4w),Recent attendance (4-week avg),Pending
ACT00177,2025-03-22,STU0294,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 33.6% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3359,0.8235,Lecture materials accessed (last 4w),Recent attendance (4-week avg),Pending
ACT00178,2025-03-22,STU0447,high,NON_RESPONSIVE,No response to repeated outreach,Senior Tutor to attempt in-person engagement and escalate to Head of Programme if no response,Senior Tutor,Engagement Escalation Policy §12.1 (Non-Response Escalation),"3 outreach attempts in the last 30 days, all unanswered. Most recent contact: 2025-03-17 via email.",0.3334,0.8308,Recent attendance (4-week avg),Recent attendance (4-week avg),Pending
ACT00179,2025-03-22,STU0447,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 33.3% (within the 25–40% targeted-outreach band). Top contributing factor: Recent attendance (4-week avg).,0.3334,0.8308,Recent attendance (4-week avg),Recent attendance (4-week avg),Pending
ACT00180,2025-03-22,STU0575,high,NON_RESPONSIVE,No response to repeated outreach,Senior Tutor to attempt in-person engagement and escalate to Head of Programme if no response,Senior Tutor,Engagement Escalation Policy §12.1 (Non-Response Escalation),"5 outreach attempts in the last 30 days, all unanswered. Most recent contact: 2025-03-17 via email.",0.3303,0.829,Lecture materials accessed (last 4w),Previous semester GPA,Pending
ACT00181,2025-03-22,STU0575,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 33.0% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3303,0.829,Lecture materials accessed (last 4w),Previous semester GPA,Pending
ACT00182,2025-03-22,STU0310,high,FAIL_CRIT,Critical failure risk on upcoming assessment,Urgent 1:1 study-skills session and reminder to access the assessment brief,Academic Skills Team,Assessment Support Policy §5.1 (Pre-assessment Intervention),Predicted failure probability is 82.0% with only 4 days until the next assessment. Top contributing factor: Past interventions received.,0.3285,0.8204,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00183,2025-03-22,STU0310,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 32.9% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3285,0.8204,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00184,2025-03-22,STU0005,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 32.8% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3278,0.514,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00185,2025-03-22,STU0022,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 32.5% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3253,0.0612,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00186,2025-03-22,STU0139,high,NON_RESPONSIVE,No response to repeated outreach,Senior Tutor to attempt in-person engagement and escalate to Head of Programme if no response,Senior Tutor,Engagement Escalation Policy §12.1 (Non-Response Escalation),"3 outreach attempts in the last 30 days, all unanswered. Most recent contact: 2025-03-13 via email.",0.3246,0.7925,Recent attendance (4-week avg),Past interventions received,Pending
ACT00187,2025-03-22,STU0139,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 32.5% (within the 25–40% targeted-outreach band). Top contributing factor: Recent attendance (4-week avg).,0.3246,0.7925,Recent attendance (4-week avg),Past interventions received,Pending
ACT00188,2025-03-22,STU0152,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 32.4% (within the 25–40% targeted-outreach band). Top contributing factor: Recent attendance (4-week avg).,0.3243,0.0905,Recent attendance (4-week avg),Recent attendance (4-week avg),Pending
ACT00189,2025-03-22,STU0152,high,WELLBEING,Possible wellbeing concern,Welfare check-in from the Wellbeing Team within 5 working days,Wellbeing Team,Student Wellbeing Policy §8.1 (Proactive Outreach),"Engagement trend is declining, attendance is 50.6%, and the student is balancing part-time work - pattern flagged by the Wellbeing Policy.",0.3243,0.0905,Recent attendance (4-week avg),Recent attendance (4-week avg),Pending
ACT00190,2025-03-22,STU0163,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 32.1% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3208,0.8358,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00191,2025-03-22,STU0351,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 31.7% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3168,0.0878,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00192,2025-03-22,STU0166,high,NON_RESPONSIVE,No response to repeated outreach,Senior Tutor to attempt in-person engagement and escalate to Head of Programme if no response,Senior Tutor,Engagement Escalation Policy §12.1 (Non-Response Escalation),"4 outreach attempts in the last 30 days, all unanswered. Most recent contact: 2025-03-21 via phone.",0.3161,0.8299,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00193,2025-03-22,STU0166,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 31.6% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3161,0.8299,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00194,2025-03-22,STU0320,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 31.3% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3128,0.7929,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00195,2025-03-22,STU0385,high,MISSING_ASSIGNMENTS,Multiple missing assignments,Academic Skills Team to schedule a recovery-plan meeting,Academic Skills Team,Assessment Recovery Policy §5.4 (Missing Assessment Trigger),3 missing assignments on record across enrolled modules (threshold: 3).,0.3122,0.0708,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00196,2025-03-22,STU0385,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 31.2% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3122,0.0708,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00197,2025-03-22,STU0385,high,WELLBEING_FLAGS,Multiple wellbeing concerns raised,Wellbeing Team to make direct contact within 3 working days,Wellbeing Team,Student Wellbeing Policy §8.2 (Multiple Flag Threshold),2 wellbeing concerns raised (threshold: 2). Last wellbeing check-in score: 8/10.,0.3122,0.0708,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00198,2025-03-22,STU0007,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 31.0% (within the 25–40% targeted-outreach band). Top contributing factor: Past interventions received.,0.3103,0.0745,Past interventions received,Past interventions received,Pending
ACT00199,2025-03-22,STU0007,high,WELLBEING_FLAGS,Multiple wellbeing concerns raised,Wellbeing Team to make direct contact within 3 working days,Wellbeing Team,Student Wellbeing Policy §8.2 (Multiple Flag Threshold),3 wellbeing concerns raised (threshold: 2). Last wellbeing check-in score: 8/10.,0.3103,0.0745,Past interventions received,Past interventions received,Pending
ACT00200,2025-03-22,STU0315,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 30.9% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3095,0.0649,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00201,2025-03-22,STU0232,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 30.7% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3067,0.0701,Lecture materials accessed (last 4w),VLE login trend,Pending
ACT00202,2025-03-22,STU0147,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 30.3% (within the 25–40% targeted-outreach band). Top contributing factor: Past interventions received.,0.3031,0.8265,Past interventions received,Past interventions received,Pending
ACT00203,2025-03-22,STU0551,high,FAIL_CRIT,Critical failure risk on upcoming assessment,Urgent 1:1 study-skills session and reminder to access the assessment brief,Academic Skills Team,Assessment Support Policy §5.1 (Pre-assessment Intervention),Predicted failure probability is 76.6% with only 4 days until the next assessment. Top contributing factor: Past interventions received.,0.3012,0.7664,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00204,2025-03-22,STU0551,high,NON_RESPONSIVE,No response to repeated outreach,Senior Tutor to attempt in-person engagement and escalate to Head of Programme if no response,Senior Tutor,Engagement Escalation Policy §12.1 (Non-Response Escalation),"3 outreach attempts in the last 30 days, all unanswered. Most recent contact: 2025-03-22 via email.",0.3012,0.7664,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00205,2025-03-22,STU0551,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 30.1% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.3012,0.7664,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00206,2025-03-22,STU0312,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 29.8% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.298,0.8334,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00207,2025-03-22,STU0345,high,NON_RESPONSIVE,No response to repeated outreach,Senior Tutor to attempt in-person engagement and escalate to Head of Programme if no response,Senior Tutor,Engagement Escalation Policy §12.1 (Non-Response Escalation),"4 outreach attempts in the last 30 days, all unanswered. Most recent contact: 2025-03-19 via sms.",0.2916,0.8359,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00208,2025-03-22,STU0345,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 29.2% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.2916,0.8359,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00209,2025-03-22,STU0193,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 28.5% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.2853,0.7378,Lecture materials accessed (last 4w),Recent attendance (4-week avg),Pending
ACT00210,2025-03-22,STU0458,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 28.1% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.2815,0.8271,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00211,2025-03-22,STU0477,high,FAIL_CRIT,Critical failure risk on upcoming assessment,Urgent 1:1 study-skills session and reminder to access the assessment brief,Academic Skills Team,Assessment Support Policy §5.1 (Pre-assessment Intervention),Predicted failure probability is 74.9% with only 6 days until the next assessment. Top contributing factor: Past interventions received.,0.2772,0.749,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00212,2025-03-22,STU0477,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 27.7% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.2772,0.749,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00213,2025-03-22,STU0121,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 27.7% (within the 25–40% targeted-outreach band). Top contributing factor: Past interventions received.,0.2769,0.0794,Past interventions received,Past interventions received,Pending
ACT00214,2025-03-22,STU0110,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 27.4% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.2741,0.0663,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00215,2025-03-22,STU0184,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 27.3% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.2727,0.5663,Lecture materials accessed (last 4w),Recent attendance (4-week avg),Pending
ACT00216,2025-03-22,STU0114,high,NON_RESPONSIVE,No response to repeated outreach,Senior Tutor to attempt in-person engagement and escalate to Head of Programme if no response,Senior Tutor,Engagement Escalation Policy §12.1 (Non-Response Escalation),"3 outreach attempts in the last 30 days, all unanswered. Most recent contact: 2025-03-22 via email.",0.2692,0.8265,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00217,2025-03-22,STU0114,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 26.9% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.2692,0.8265,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00218,2025-03-22,STU0497,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 26.8% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.2683,0.8229,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00219,2025-03-22,STU0572,high,NON_RESPONSIVE,No response to repeated outreach,Senior Tutor to attempt in-person engagement and escalate to Head of Programme if no response,Senior Tutor,Engagement Escalation Policy §12.1 (Non-Response Escalation),"8 outreach attempts in the last 30 days, all unanswered. Most recent contact: 2025-03-17 via email.",0.2658,0.8313,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00220,2025-03-22,STU0572,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 26.6% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.2658,0.8313,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00221,2025-03-22,STU0572,high,WELLBEING_FLAGS,Multiple wellbeing concerns raised,Wellbeing Team to make direct contact within 3 working days,Wellbeing Team,Student Wellbeing Policy §8.2 (Multiple Flag Threshold),2 wellbeing concerns raised (threshold: 2). Last wellbeing check-in score: 4/10.,0.2658,0.8313,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00222,2025-03-22,STU0215,high,MISSING_ASSIGNMENTS,Multiple missing assignments,Academic Skills Team to schedule a recovery-plan meeting,Academic Skills Team,Assessment Recovery Policy §5.4 (Missing Assessment Trigger),3 missing assignments on record across enrolled modules (threshold: 3).,0.2638,0.8249,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00223,2025-03-22,STU0215,high,NON_RESPONSIVE,No response to repeated outreach,Senior Tutor to attempt in-person engagement and escalate to Head of Programme if no response,Senior Tutor,Engagement Escalation Policy §12.1 (Non-Response Escalation),"5 outreach attempts in the last 30 days, all unanswered. Most recent contact: 2025-03-18 via email.",0.2638,0.8249,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00224,2025-03-22,STU0215,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 26.4% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.2638,0.8249,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00225,2025-03-22,STU0324,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 25.4% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.2542,0.0677,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00226,2025-03-22,STU0117,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 25.3% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.2531,0.0596,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00227,2025-03-22,STU0582,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 25.1% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.2506,0.0619,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00228,2025-03-22,STU0164,high,WD_HIGH,High withdrawal risk,Welfare phone call from Student Services within 7 working days,Student Services,Student Retention Policy §4.3 (Targeted Outreach),Predicted withdrawal probability is 25.0% (within the 25–40% targeted-outreach band). Top contributing factor: Lecture materials accessed (last 4w).,0.2502,0.8339,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00229,2025-03-22,STU0587,high,NON_RESPONSIVE,No response to repeated outreach,Senior Tutor to attempt in-person engagement and escalate to Head of Programme if no response,Senior Tutor,Engagement Escalation Policy §12.1 (Non-Response Escalation),"4 outreach attempts in the last 30 days, all unanswered. Most recent contact: 2025-03-14 via phone.",0.2459,0.8278,Past interventions received,Past interventions received,Pending
ACT00230,2025-03-22,STU0528,high,NON_RESPONSIVE,No response to repeated outreach,Senior Tutor to attempt in-person engagement and escalate to Head of Programme if no response,Senior Tutor,Engagement Escalation Policy §12.1 (Non-Response Escalation),"5 outreach attempts in the last 30 days, all unanswered. Most recent contact: 2025-03-17 via phone.",0.2381,0.8374,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00231,2025-03-22,STU0356,high,WELLBEING_FLAGS,Multiple wellbeing concerns raised,Wellbeing Team to make direct contact within 3 working days,Wellbeing Team,Student Wellbeing Policy §8.2 (Multiple Flag Threshold),2 wellbeing concerns raised (threshold: 2). Last wellbeing check-in score: 5/10.,0.2294,0.068,Lecture materials accessed (last 4w),Past interventions received,Pending
